,Brand_Family_Desc,region_desc,Gross_Sales,Advertisement_and_discount_cost,Transfer_Price_COGS,Distribution_cost_supply_chain,Distribution_cose_Sales_-_Region
9739,100 Pipers,ASS ARP MEG TRI MZR,583114.0,127100.0,265720.0,11499.389293,33358.09
9740,100 Pipers,ASS ARP MEG TRI MZR,2753898.9,122700.0,1261890.0,54211.406667,23762.27
9741,100 Pipers,HP & Uttarakhand Region,1603027.25,142350.0,748729.2125,19350.316425,41555.48
9742,100 Pipers,HP & Uttarakhand Region,0.0,0.0,0.0,,18639.69
9743,100 Pipers,HP & Uttarakhand Region,2829774.47,217900.0,1380173.61,37998.348182949,59445.55
9744,100 Pipers,HP & Uttarakhand Region,17493951.72,1223200.0,8608312.8,368471.7927,566425.23
9745,100 Pipers,HP & Uttarakhand Region,16020466.21,1632470.0,7464097.8244,311585.125533,412038.779999998
9746,100 Pipers,HP & Uttarakhand Region,19822913.48,1394600.0,10670201.0,405447.210344,641019.21
9747,100 Pipers,Uttar Pradesh Region,2543549.4,-76344.0100000005,1432982.62,22503.6544,100666.799999999
9748,100 Pipers,Uttar Pradesh Region,19278370.44,3015023.94,10045176.0,140647.95435167,512878.76
9749,100 Pipers,Uttar Pradesh Region,89753160.0,15562056.63,48643939.98,1193484.8273,2078704.29
9750,100 Pipers,Uttar Pradesh Region,50730932.04,14936782.9499999,30210724.0,564119.80863347,1298657.12
9751,100 Pipers,Uttar Pradesh Region,52734362.04,-8280060.67,31516197.0,589659.09056696,1359274.59
9752,100 Pipers,Uttar Pradesh Region,0.0,304201.0,0.0,,14166.67
9753,100 Pipers,Uttar Pradesh Region,0.0,0.0,0.0,,14166.67
9754,100 Pipers,Uttar Pradesh Region,0.0,211800.0,0.0,,14166.66
9755,100 Pipers,West Bengal & Sikkim,2463672.5,0.0,1244410.0,10578.8,30445.33
9756,100 Pipers,West Bengal & Sikkim,0.0,0.0,0.0,,12748.24
9757,100 Pipers,West Bengal & Sikkim,0.0,,0.0,,
9758,100 Pipers,West Bengal & Sikkim,17492167.0,0.0,9234060.06,115816.7024,170968.81
9759,100 Pipers,West Bengal & Sikkim,13114332.0,0.0,6790601.52,86830.7904,167842.05
9760,100 Pipers,West Bengal & Sikkim,44149028.0,5569789.15,26000141.0,303160.7694236,200761.92
9761,100 Pipers,West Bengal & Sikkim,0.0,,0.0,,
9762,100 Pipers,West Bengal & Sikkim,0.0,,0.0,,
9763,100 Pipers,West Bengal & Sikkim,0.0,,0.0,,
9764,100 Pipers,"Goa, Daman & Gujarat",0.0,90515.0,0.0,,7817.34
9765,100 Pipers,"Goa, Daman & Gujarat",1224235.0,211251.0,494300.0,3185.902239,9441.72
9766,100 Pipers,"Goa, Daman & Gujarat",0.0,-5162.0,0.0,,6415.51
9767,100 Pipers,"Goa, Daman & Gujarat",2407359.91,239410.41,846542.47,10672.4499,14701.5
9768,100 Pipers,"Goa, Daman & Gujarat",0.0,192968.0,0.0,,4489.85
9769,100 Pipers,"Goa, Daman & Gujarat",869083.0,65939.25,346700.0,3185.902239,1736.73
9770,100 Pipers,,0.0,,0.0,,
9771,100 Pipers,,0.0,,0.0,,
9772,100 Pipers,,0.0,,0.0,,
9773,100 Pipers,,0.0,,0.0,,
9774,100 Pipers,,0.0,,0.0,,
9775,100 Pipers,"Goa, Daman & Gujarat",1131870.0,146500.0,508675.0,10624.2632276,3422.0
9776,100 Pipers,"Goa, Daman & Gujarat",819630.0,54500.0,364035.0,7693.4319924,2629.456
9777,100 Pipers,Haryana Region,47945196.5,10682500.0,21580572.85,138435.3721,945575.51
9778,100 Pipers,Haryana Region,29670178.0,7242280.0,13030808.0,98096.16414808,529425.37
9779,100 Pipers,Haryana Region,43071668.9899999,-41847879.0,17164868.65,170930.2652,823134.509999999
9780,100 Pipers,Haryana Region,68905926.41,13517645.0,31743274.0,306995.05751327,1372060.87
9781,100 Pipers,Haryana Region,0.0,,0.0,,
9782,100 Pipers,Haryana Region,0.0,,0.0,,
9783,100 Pipers,HP & Uttarakhand Region,2086086.0,443250.0,878778.3,1275.42,46588.87
9784,100 Pipers,HP & Uttarakhand Region,1786361.0,388287.0,733229.0,959.97178832,40394.97
9785,100 Pipers,"Goa, Daman & Gujarat",0.0,589233.6,0.0,,83.4
9786,100 Pipers,"Goa, Daman & Gujarat",2213067.5,121772.0,886644.5,3909.7975,-128.51
9787,100 Pipers,"Goa, Daman & Gujarat",1479593.7,403898.0,578331.0,3146.21575164,50.83
9788,100 Pipers,"Goa, Daman & Gujarat",6162285.0,2477262.0,2292082.5,16756.275,2382.83
9789,100 Pipers,"Goa, Daman & Gujarat",27376323.8999999,5017531.0,11375637.0,81505.81148052,2532.998
9790,100 Pipers,"Goa, Daman & Gujarat",1901727.6,122000.0,1038640.7,14515.1685,-5531.0
9791,100 Pipers,"Goa, Daman & Gujarat",607350.0,265000.0,253327.0,3540.285,1772.06
9792,100 Pipers,"Goa, Daman & Gujarat",3218955.0,455000.0,1309895.0,19416.7569332,9381.0
9793,100 Pipers,"Goa, Daman & Gujarat",471742.05,38300.0,202671.15,4602.3705,-8311.8
9794,100 Pipers,HP & Uttarakhand Region,587461.0,140525.0,241129.0,315.69542032,17190.37
9795,100 Pipers,HP & Uttarakhand Region,11025882.0,1032500.0,4075382.43,9697.59,297716.41
9796,100 Pipers,HP & Uttarakhand Region,7198165.0,843450.0,2732595.55,6318.46,210079.599999999
9797,100 Pipers,HP & Uttarakhand Region,7914055.0,919153.7,3367836.0,6114.18273232,213599.66
9798,100 Pipers,HP & Uttarakhand Region,5008518.0,713816.0,2155586.0,3865.658208,152103.96
9799,100 Pipers,Jharkhand & Orissa Region,1929238.0,206237.0,777157.56,11671.8756,73270.27
9800,100 Pipers,Jharkhand & Orissa Region,2326529.1,71050.0,926820.0,7007.6022129,24385.36
9801,100 Pipers,Jharkhand & Orissa Region,0.0,,0.0,,
9802,100 Pipers,Jharkhand & Orissa Region,17656696.0,1521309.01,7248969.11,173259.1404,1983025.8
9803,100 Pipers,Jharkhand & Orissa Region,11952568.0,1056964.5,4893050.42,117400.8786,361925.54
9804,100 Pipers,Jharkhand & Orissa Region,15441313.25,1055176.0,7205380.0,75977.1608346,136755.03
9805,100 Pipers,Punjab Region,0.0,0.0,0.0,,4166.67
9806,100 Pipers,Punjab Region,1876336.0,342250.0,638035.86,56994.8234,128364.7
9807,100 Pipers,Punjab Region,4383426.0,240000.0,1720563.0,122179.602864,284080.679999999
9808,100 Pipers,Karnataka,3116335.0,220941.0,1244410.0,8618.325,71122.84
9809,100 Pipers,Karnataka,6232670.0,458916.0,2439000.0,16007.71626,78510.32
9810,100 Pipers,Karnataka,0.0,,0.0,,
9811,100 Pipers,Karnataka,41853919.0,10304600.0,17378649.41,187431.3321,83116.8699999999
9812,100 Pipers,,0.0,0.0,0.0,,833.28
9813,100 Pipers,,0.0,-120.0,0.0,,-46376.83
9814,100 Pipers,,0.0,0.0,0.0,,833.0
9815,100 Pipers,,0.0,-215000.0,0.0,,1107.911
9816,100 Pipers,,1424400.0,78740.0,692200.0,14987.010562,100833.28
9817,100 Pipers,Andhra Pradesh Region,0.0,456643.0,0.0,,294071.779999999
9818,100 Pipers,Andhra Pradesh Region,18598110.0,230520.07,10491000.0,203947.89399,3026208.14
9819,100 Pipers,ASS ARP MEG TRI MZR,0.0,0.0,0.0,,30502.02
9820,100 Pipers,ASS ARP MEG TRI MZR,3470457.19999999,249626.0,1543068.4,23194.696,4078.21
9821,100 Pipers,ASS ARP MEG TRI MZR,9785867.04,401763.0,4472856.0,46593.16656012,32802.82
9822,100 Pipers,ASS ARP MEG TRI MZR,27182964.0,787430.0,12424600.0,129425.462667,32483.83
9823,100 Pipers,ASS ARP MEG TRI MZR,5656557.55,461075.0,2753420.85,60605.496,11024.681
9824,100 Pipers,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",7015700.0,1051300.0,3518490.95,190762.0,591741.319999999
9825,100 Pipers,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",11757500.0,426783.0,5529753.0,312156.0,565877.0
9826,100 Pipers,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",3905000.0,821840.0,2091500.0,140732.48166,598494.99
9827,100 Pipers,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",7852500.0,504067.0,4166250.0,281464.96332,635659.679999999
9828,100 Pipers,ASS ARP MEG TRI MZR,0.0,8500.0,0.0,,10976.44
9829,100 Pipers,ASS ARP MEG TRI MZR,0.0,8500.0,0.0,,4375.03
9830,100 Pipers,ASS ARP MEG TRI MZR,2407465.12,81540.0,991641.96,49444.0563,25540.63
9831,100 Pipers,ASS ARP MEG TRI MZR,5964536.48,329100.0,2800658.0,117622.3247684,37640.25
9832,100 Pipers,ASS ARP MEG TRI MZR,0.0,,0.0,,
9833,100 Pipers,HP & Uttarakhand Region,1088509.03,118300.0,508428.8015,13139.941683,36655.6
9834,100 Pipers,HP & Uttarakhand Region,5181646.8,979550.0,2419569.586,62531.869092,101516.41
9835,100 Pipers,HP & Uttarakhand Region,5723308.0,374210.0,2785074.89,76855.532179701,130294.37
9836,100 Pipers,HP & Uttarakhand Region,19885828.48,1687150.0,9888367.14,418854.4041,652865.04
9837,100 Pipers,HP & Uttarakhand Region,21070131.48,1314375.0,10338618.101,443779.439004,609808.159999999
9838,100 Pipers,HP & Uttarakhand Region,19136752.34,1470985.92,10153077.97,391488.046423001,405833.219999999
9839,100 Pipers,HP & Uttarakhand Region,13856931.83,1451200.0,7361862.5,283470.60871855,393600.61
9840,100 Pipers,HP & Uttarakhand Region,16186877.1,279040.0,8481181.36,331195.580687488,438869.83
9841,100 Pipers,Uttar Pradesh Region,7000121.52,1124164.99999999,3932111.8,61885.0496,163526.05
9842,100 Pipers,Uttar Pradesh Region,2539613.16,196686.000000001,1417770.91,22415.7495,116552.34
9843,100 Pipers,Uttar Pradesh Region,6319542.6,989724.609999999,3252484.0,45985.25977768,311203.53
9844,100 Pipers,Uttar Pradesh Region,6584495.39999999,-1558936.11,3548280.0,48386.38884835,321829.629999999
9845,100 Pipers,Uttar Pradesh Region,60720938.64,6177517.49999999,32998863.31,800286.2096,1229283.42999999
9846,100 Pipers,Uttar Pradesh Region,45138096.36,48414847.3799999,24652664.88,604697.8071,1010763.67299999
9847,100 Pipers,Uttar Pradesh Region,66645893.1599999,2713920.21999999,38827458.0,694290.10885858,1886818.247
9848,100 Pipers,Uttar Pradesh Region,0.0,0.0,0.0,,14166.66
9849,100 Pipers,Uttar Pradesh Region,0.0,,0.0,,
9850,100 Pipers,West Bengal & Sikkim,7223487.77,5775.0,3648610.12,31017.0416,28119.85
9851,100 Pipers,West Bengal & Sikkim,8988345.0,118417.0,4390200.0,39496.91553,23272.82
9852,100 Pipers,West Bengal & Sikkim,0.0,,0.0,,
9853,100 Pipers,West Bengal & Sikkim,17792544.0,0.0,9384930.08,117805.5168,187298.82
9854,100 Pipers,West Bengal & Sikkim,35061026.0,-16946249.7,18465848.16,232141.1872,236090.12
9855,100 Pipers,West Bengal & Sikkim,41699859.0,8140866.75,23865016.0,277312.2324823,208128.962
9856,100 Pipers,West Bengal & Sikkim,0.0,,0.0,,
9857,100 Pipers,West Bengal & Sikkim,0.0,,0.0,,
9858,100 Pipers,,52244289.9,0.0,32264730.0,350661.0,722151.36
9859,100 Pipers,,46513284.3,0.0,28707210.0,311997.0,940433.14
9860,100 Pipers,,119707096.15,0.0,83119775.47,1419788.42,1103885.48
9861,100 Pipers,,77258496.0,0.0,50518417.36,862916.96,1035178.28
9862,100 Pipers,,126246169.5,0.0,93618000.0,1436367.6,2040680.28
9863,100 Pipers,,3747975.0,,1614842.25,27583.5,
9864,100 Pipers,,0.0,0.0,0.0,,36.75
9865,100 Pipers,,2141700.0,,1050000.0,15878.201439,
9866,100 Pipers,,0.0,,0.0,,
9867,100 Pipers,"Goa, Daman & Gujarat",2448470.0,218002.96,1013308.0,6796.96,3409.42
9868,100 Pipers,"Goa, Daman & Gujarat",183635.25,48875.0,75998.1,509.772,3886.3
9869,100 Pipers,"Goa, Daman & Gujarat",1958776.0,215698.0,790880.0,4654.7451776,48489.99
9870,100 Pipers,"Goa, Daman & Gujarat",244847.0,102922.42,98860.0,581.8431472,6990.77
9871,100 Pipers,"Goa, Daman & Gujarat",5649189.92,901229.02,2018427.7,22090.12,3602.05
9872,100 Pipers,"Goa, Daman & Gujarat",651887.45,472101.0,238144.35,2548.86,4486.59
9873,100 Pipers,"Goa, Daman & Gujarat",2346712.12,809119.01,970775.0,7854.8824872,46260.017
9874,100 Pipers,"Goa, Daman & Gujarat",4128557.88999999,1008033.0,1710020.0,13818.774746,6381.511
9875,100 Pipers,Delhi,23399712.0,1354220.58,11621179.52,154653.712,-16325.6799999999
9876,100 Pipers,Delhi,31733856.0,8698342.0,15760229.76,209735.856,155491.13
9877,100 Pipers,,0.0,,0.0,,
9878,100 Pipers,"Goa, Daman & Gujarat",5058440.0,385184.0,2026616.0,8936.68,0.0
9879,100 Pipers,"Goa, Daman & Gujarat",1719869.6,-163914.0,689049.44,3038.4712,45.11
9880,100 Pipers,"Goa, Daman & Gujarat",0.0,355104.0,0.0,,0.0
9881,100 Pipers,"Goa, Daman & Gujarat",10664861.24,-5959714.0,3971860.78,28999.5266,534.74
9882,100 Pipers,"Goa, Daman & Gujarat",34534281.48,3825631.0,14314043.0,104309.15299668,2309.0
9883,100 Pipers,"Goa, Daman & Gujarat",5823008.0,2325123.0,2476160.0,18554.6057148,6301.94
9884,100 Pipers,"Goa, Daman & Gujarat",2504714.4,114000.0,1367965.8,19117.539,22322.23
9885,100 Pipers,"Goa, Daman & Gujarat",2004255.0,130000.0,835979.1,11682.9405,5852.0
9886,100 Pipers,West Bengal & Sikkim,0.0,3000.0,0.0,,4146.41
9887,100 Pipers,West Bengal & Sikkim,660634.75,17255.0,316170.45,13186.0,5095.78
9888,100 Pipers,West Bengal & Sikkim,1320987.5,119400.0,646566.3,26372.0,4680.4
9889,100 Pipers,West Bengal & Sikkim,2100000.0,126000.0,1138800.0,39981.88491,0.0
9890,100 Pipers,West Bengal & Sikkim,1004573.0,137200.0,550503.0,19058.0318071,0.0
9891,100 Pipers,Telangana Region,9850286.4,3368998.0,5091872.7,22995.9075,18212.44
9892,100 Pipers,Rajasthan,2406644.64,762800.0,1146852.36,6917.634,94709.21
9893,100 Pipers,Rajasthan,5264418.84,1928869.82,2517963.86,15109.569,99224.89
9894,100 Pipers,Rajasthan,15558291.18,2616097.92,7428761.0,43532.96476155,138036.35
9895,100 Pipers,Rajasthan,3566011.04,1111700.0,1675613.0,10023.05374235,2864.77
9896,100 Pipers,Rajasthan,11245247.3,4166625.0,4718111.4,45116.3235,250453.95
9897,100 Pipers,Rajasthan,35339955.4099999,2107947.0,14326023.17,140719.239,680945.93
9898,100 Pipers,Rajasthan,12860955.0,6876941.0,6131484.0,50534.14259949,282870.781
9899,100 Pipers,Rajasthan,0.0,7072.0,0.0,,4353.45
9900,100 Pipers,Rajasthan,0.0,,0.0,,
9901,100 Pipers,Punjab Region,60708692.05,12849900.0,26791590.36,175220.568,296041.7
9902,100 Pipers,Punjab Region,11352158.0,2206838.0,4852590.5,34102.34,128303.502
9903,100 Pipers,Punjab Region,0.0,60000.0,0.0,,18926.91
9904,100 Pipers,Punjab Region,0.0,,0.0,,
9905,100 Pipers,Punjab Region,0.0,,0.0,,
9906,100 Pipers,,0.0,36500.0,0.0,,53866.64
9907,100 Pipers,,0.0,105020.0,0.0,,38699.46
9908,100 Pipers,,0.0,,0.0,,
9909,100 Pipers,,4646811.2,380600.0,1809596.55,34991.541,63313.21
9910,100 Pipers,,5468585.3,391000.0,2414350.0,49391.5600892,60714.77
9911,100 Pipers,Delhi,0.0,,0.0,,
9912,100 Pipers,"Goa, Daman & Gujarat",612117.5,57432.6,253327.0,1926.435,4626.34
9913,100 Pipers,"Goa, Daman & Gujarat",0.0,-79705.47,0.0,,1472.8
9914,100 Pipers,"Goa, Daman & Gujarat",608358.099999999,-119089.0,213927.7,2697.009,5704.22
9915,100 Pipers,"Goa, Daman & Gujarat",0.0,316831.0,0.0,,23582.21
9916,100 Pipers,"Goa, Daman & Gujarat",869083.0,256304.75,346700.0,3185.902239,21034.04
9917,100 Pipers,,0.0,,0.0,,
9918,100 Pipers,,0.0,,0.0,,
9919,100 Pipers,,0.0,,0.0,,
9920,100 Pipers,,989377.499999999,,0.0,16663.075,
9921,100 Pipers,,0.0,,0.0,,
9922,100 Pipers,,0.0,,0.0,,
9923,100 Pipers,,0.0,,0.0,,
9924,100 Pipers,,0.0,,0.0,,
9925,100 Pipers,"Goa, Daman & Gujarat",1264610.0,136711.0,506654.0,2234.17,-93.0
9926,100 Pipers,"Goa, Daman & Gujarat",0.0,368192.0,0.0,,500.0
9927,100 Pipers,"Goa, Daman & Gujarat",5747636.0,372622.0,1977200.0,10756.293168,256.07
9928,100 Pipers,"Goa, Daman & Gujarat",2155363.5,367095.0,741450.0,4033.609938,-97.09
9929,100 Pipers,"Goa, Daman & Gujarat",11886963.0,11663855.44,5063798.75,29044.21,691.81
9930,100 Pipers,"Goa, Daman & Gujarat",13986978.0,3317632.0,5193661.0,37980.89,5226.91
9931,100 Pipers,"Goa, Daman & Gujarat",20455740.0,5625349.0,8831400.0,59159.612424,5322.522
9932,100 Pipers,"Goa, Daman & Gujarat",15812176.5,4163295.63999999,6625400.0,48403.319256,5429.041
9933,100 Pipers,"Goa, Daman & Gujarat",1396905.0,165000.0,582652.1,8142.6555,4071.0
9934,100 Pipers,"Goa, Daman & Gujarat",1639845.0,200000.0,683982.9,9558.7695,4822.31
9935,100 Pipers,"Goa, Daman & Gujarat",2004255.0,333000.0,815595.0,12089.6788452,5841.0
9936,100 Pipers,"Goa, Daman & Gujarat",2064990.0,260000.0,840310.0,12456.0327496,6210.3
9937,100 Pipers,"Goa, Daman & Gujarat",1092840.0,68750.0,427855.4,9912.798,3304.0
9938,100 Pipers,"Goa, Daman & Gujarat",624480.0,209760.0,245494.8,5664.456,1890.75
9939,100 Pipers,"Goa, Daman & Gujarat",2263740.0,196750.0,1021820.0,21248.5264552,7122.72
9940,100 Pipers,Haryana Region,19355362.5,4312500.0,8712026.25,55886.0325,412968.51
9941,100 Pipers,Karnataka,0.0,,0.0,,
9942,100 Pipers,Karnataka,0.0,0.0,0.0,,4167.0
9943,100 Pipers,Karnataka,0.0,0.0,0.0,,4167.0
9944,100 Pipers,Karnataka,0.0,,0.0,,
9945,100 Pipers,Punjab Region,0.0,,0.0,,
9946,100 Pipers,Maharashtra,2419236.21,507785.0,927176.82,5711.43,-249.04
9947,100 Pipers,Maharashtra,158638.439999999,150704.0,60798.48,374.52,84.99
9948,100 Pipers,Maharashtra,171858.309999999,52210.0,64259.0,412.00518411,-51.89
9949,100 Pipers,Maharashtra,1073126.83999999,4904084.0,501092.14,3214.63,-1443.9
9950,100 Pipers,Maharashtra,6703762.09,5366214.98,2662205.17,23064.19,14698.1
9951,100 Pipers,Maharashtra,4326535.85,1746957.0,1937135.0,15149.11369266,2611.506
9952,100 Pipers,Maharashtra,0.0,,0.0,,
9953,100 Pipers,Maharashtra,0.0,,0.0,,
9954,100 Pipers,MP Chattisgarh Region,2433270.0,294000.0,1045304.4,11246.634,54220.86
9955,100 Pipers,MP Chattisgarh Region,0.0,,0.0,,
9956,100 Pipers,MP Chattisgarh Region,10916250.0,1331250.0,5486338.56,95060.835,460679.58
9957,100 Pipers,MP Chattisgarh Region,21378365.45,3288979.17,11631370.99,166389.4982,911237.08
9958,100 Pipers,MP Chattisgarh Region,0.0,,0.0,,
9959,100 Pipers,ASS ARP MEG TRI MZR,0.0,46500.0,0.0,,4901.12
9960,100 Pipers,ASS ARP MEG TRI MZR,0.0,,0.0,,
9961,100 Pipers,ASS ARP MEG TRI MZR,3333835.9,146500.0,1374695.1,37795.472,11107.36
9962,100 Pipers,Haryana Region,17863036.0,4354120.28999999,8040316.4,51577.1384,366510.62
9963,100 Pipers,Haryana Region,0.0,,0.0,,
9964,100 Pipers,Haryana Region,59141387.75,11559800.0,25096380.25,227334.6609,1260155.68
9965,100 Pipers,Haryana Region,63168823.31,12525390.0,29151534.0,281804.19965047,1224637.08
9966,100 Pipers,Haryana Region,0.0,,0.0,,
9967,100 Pipers,Haryana Region,0.0,,0.0,,
9968,100 Pipers,Haryana Region,0.0,,0.0,,
9969,100 Pipers,HP & Uttarakhand Region,1750394.0,374850.0,737365.7,1070.18,45561.09
9970,100 Pipers,HP & Uttarakhand Region,1354757.0,482980.0,570700.85,828.29,33577.34
9971,100 Pipers,HP & Uttarakhand Region,1942218.0,620050.0,797202.0,1043.72771616,50241.07
9972,100 Pipers,HP & Uttarakhand Region,4030941.0,1322030.0,1522159.3,3540.39,128573.86
9973,100 Pipers,HP & Uttarakhand Region,0.0,,0.0,,
9974,100 Pipers,Jharkhand & Orissa Region,0.0,52950.0,0.0,,183731.1
9975,100 Pipers,Jharkhand & Orissa Region,6139558.8,0.0,2501150.0,18441.058455,44184.42
9976,100 Pipers,Jharkhand & Orissa Region,4772161.29999999,255949.0,2248450.0,23420.14423785,118929.6
9977,100 Pipers,Jharkhand & Orissa Region,0.0,,0.0,,
9978,100 Pipers,Punjab Region,0.0,0.0,0.0,,5441.07
9979,100 Pipers,Punjab Region,0.0,0.0,0.0,,5174.39
9980,100 Pipers,Punjab Region,708250.5,-510452.0,271737.0,19854.1854654,50932.52
9981,100 Pipers,Punjab Region,1763539.5,164350.0,688614.0,49380.9228242,115107.53
9982,100 Pipers,Andhra Pradesh Region,7531696.0,58160.0,3982112.0,35700.24,147384.56
9983,100 Pipers,Andhra Pradesh Region,0.0,123890.0,0.0,,159303.27
9984,100 Pipers,Andhra Pradesh Region,6590234.0,399050.76,3414600.0,47587.841931,966441.88
9985,100 Pipers,Andhra Pradesh Region,38240260.0,1050763.0,20320184.5,265520.535,1037352.98
9986,100 Pipers,Andhra Pradesh Region,557730.9,687265.0,291246.55,4016.277,2367131.81999999
9987,100 Pipers,Andhra Pradesh Region,0.0,-2153878.0,0.0,,434286.062
9988,100 Pipers,ASS ARP MEG TRI MZR,6155666.0,312100.0,2971100.0,30949.5671595,3287.45
9989,100 Pipers,ASS ARP MEG TRI MZR,5404778.7,162975.0,2617441.2,57986.74,14120.78
9990,100 Pipers,ASS ARP MEG TRI MZR,7419566.2,670475.0,3716154.9,79310.896,-2313.674
9991,100 Pipers,Punjab Region,2819932.1,531300.0,1189785.011,8195.168576,62785.12
9992,100 Pipers,Punjab Region,1557855.0,688450.0,656558.5,4522.336,40356.18
9993,100 Pipers,Punjab Region,750120.400000002,544592.0,308349.86,2222.3865295736,37095.81
9994,100 Pipers,Punjab Region,12184749.56,1849440.0,5559699.1541,57471.237376,388341.26
9995,100 Pipers,Punjab Region,7535348.6,504475.0,3851106.0,36283.13788308,258069.48
9996,100 Pipers,Punjab Region,0.0,,0.0,,
9997,100 Pipers,MP Chattisgarh Region,0.0,55300.0,0.0,,23617.04
9998,100 Pipers,MP Chattisgarh Region,1952303.2,209100.0,945751.6,3939.65,8962.3
9999,100 Pipers,MP Chattisgarh Region,3894331.12,330900.0,1848762.0,7573.56814639,13411.55
10000,100 Pipers,MP Chattisgarh Region,5606720.0,715250.0,2540293.5,17210.05,27211.038
10001,100 Pipers,MP Chattisgarh Region,3557755.09999999,558250.0,1888980.0,10491.09044025,45273.43
10002,100 Pipers,MP Chattisgarh Region,0.0,,0.0,,
10003,100 Pipers,,65203933.0,0.0,47306299.86,490828.68,485815.3
10004,100 Pipers,,26781113.63,0.0,16867617.73,175010.74,346559.09
10005,100 Pipers,,30899671.86,0.0,19180962.0,208463.4,557457.67
10006,100 Pipers,,122934413.249999,25000.0,85586639.25,1461925.5,1218247.87
10007,100 Pipers,,169287653.5,0.0,125811000.0,1930300.2,1375235.5
10008,100 Pipers,,0.0,,0.0,,
10009,100 Pipers,,2141700.0,,922767.0,15762.0,
10010,100 Pipers,,0.0,0.0,0.0,,1050.0
10011,100 Pipers,,3569500.0,,1750000.0,26463.669065,
10012,100 Pipers,,4854520.0,0.0,2380000.0,35990.5899284,630.0
10013,100 Pipers,"Goa, Daman & Gujarat",1530293.75,185516.0,633317.5,4248.1,3455.63
10014,100 Pipers,"Goa, Daman & Gujarat",1040599.75,246576.829999999,430655.9,2888.708,3402.42
10015,100 Pipers,"Goa, Daman & Gujarat",489694.0,59460.0,197720.0,1163.6862944,3473.88
10016,100 Pipers,"Goa, Daman & Gujarat",3563616.33999999,703112.0,1289637.6,13933.768,3886.76
10017,100 Pipers,"Goa, Daman & Gujarat",2086062.42999999,1363521.42,761221.75,8156.352,3283.93
10018,100 Pipers,"Goa, Daman & Gujarat",3433855.55,1388745.4,1493505.0,11491.4021572,6724.56
10019,100 Pipers,"Goa, Daman & Gujarat",1825299.93,735342.99,769990.0,6109.3530456,4563.023
10020,100 Pipers,Delhi,6217135.67999999,1039317.0,2751075.46,36611.0885,402818.52
10021,100 Pipers,Delhi,22718556.0,7363437.51999999,11282891.76,150151.806,93151.2400000001
10022,100 Pipers,Delhi,0.0,,0.0,,
10023,100 Pipers,Delhi,100703556.999999,9446633.0,47821526.49,1003527.811,-919378.33
10024,100 Pipers,Delhi,116957294.0,31588655.96,57225539.28,1125476.5,444919.899999999
10025,100 Pipers,Delhi,0.0,0.0,0.0,0.0,220042.87
10026,100 Pipers,Delhi,0.0,,0.0,,
10027,100 Pipers,Delhi,0.0,,0.0,,
10028,100 Pipers,ASS ARP MEG TRI MZR,4634257.8,325825.0,2621740.0,35169.96268125,18124.12
10029,100 Pipers,ASS ARP MEG TRI MZR,1457457.68,134237.0,636930.73,5635.371,54359.27
10030,100 Pipers,ASS ARP MEG TRI MZR,6097085.97999999,475922.63,2800237.0,22222.69839888,75628.52
10031,100 Pipers,ASS ARP MEG TRI MZR,12469142.04,1300925.25,5499396.63,71351.784,112864.34
10032,100 Pipers,ASS ARP MEG TRI MZR,14543134.0999999,913927.0,6489609.66,82888.764,170631.318
10033,100 Pipers,ASS ARP MEG TRI MZR,13515642.8099999,1230704.14,6932405.0,73103.23952064,74491.17
10034,100 Pipers,Jharkhand & Orissa Region,0.0,,0.0,,
10035,100 Pipers,Punjab Region,2048865.4,341800.0,864485.5265,5954.525024,50104.98
10036,100 Pipers,Punjab Region,1738642.5,284518.0,733577.8625,5052.8408,43925.55
10037,100 Pipers,Punjab Region,1987020.0,149400.0,816886.0,5887.58640136,48667.79
10038,100 Pipers,Punjab Region,1595999.6,120000.0,656116.93,4728.8668367068,50651.14
10039,100 Pipers,Punjab Region,0.0,,0.0,,
10040,100 Pipers,Punjab Region,10294906.06,1302900.0,4779636.2185,47829.617024,342076.71
10041,100 Pipers,Punjab Region,9146482.04,1149726.0,4458143.9,40840.1728,293549.94
10042,100 Pipers,Punjab Region,10592063.4399999,709542.0,5395038.83,50892.8643315632,365813.85
10043,100 Pipers,Punjab Region,7875189.39999999,527717.0,4026389.83,37796.5313273332,268561.639999999
10044,100 Pipers,MP Chattisgarh Region,1027528.0,113000.0,497764.0,2073.5,27995.0
10045,100 Pipers,MP Chattisgarh Region,1952303.2,153100.0,945751.6,3939.65,72602.23
10046,100 Pipers,MP Chattisgarh Region,513764.0,158000.0,243900.0,999.1514705,6419.82
10047,100 Pipers,MP Chattisgarh Region,3904606.4,403500.0,1853640.0,7593.5511758,4516.28
10048,100 Pipers,MP Chattisgarh Region,0.0,,0.0,,
10049,100 Pipers,MP Chattisgarh Region,5420725.2,818000.0,2526020.9,16588.0,51533.002
10050,100 Pipers,MP Chattisgarh Region,14867829.7,1600800.0,6819501.6,45575.53,107686.378
10051,100 Pipers,MP Chattisgarh Region,12243598.1,1451750.0,6534760.0,36069.36808505,27049.807
