,Brand_Family_Desc,region_desc,Gross_Sales,Advertisement_and_discount_cost,Transfer_Price_COGS,Distribution_cost_supply_chain,Distribution_cose_Sales_-_Region
0,,,,310896.0,,,68279.51
1,,,,240715.0,,,51840.13
2,,,,0.0,,,7635.5
3,,Karnataka,,0.0,,,4167.0
4,,,,659064.0,,,46360.65
5,,Karnataka,,0.0,,,4166.0
6,,,,1.0,,,71157.87
7,,,,0.0,,,101911.16
8,,,,411974.0,,,43688.32
9,,Karnataka,,0.0,,,4164.0
10,,,,-2600216.0,,,-269305.04
11,,,,489534.0,,,145811.86
12,,Haryana Region,,1011238.0,,,0.0
13,,,,744804.0,,,0.0
14,,Haryana Region,,-1016185.79,,,0.0
15,,Karnataka,,0.0,,,4167.0
16,,Karnataka,,0.0,,,4166.0
17,,,,2600215.0,,,51383.36
18,,,,2600216.0,,,323397.96
19,,,,1408354.0,,,-724083.24
20,,,,498133.0,,,50333.67
21,,Haryana Region,,-1011238.0,,,0.0
22,,Karnataka,,0.0,,,8334.0
23,,,,618138.0,,,36954.51
24,,Karnataka,,0.0,,,4167.0
25,,Karnataka,,0.0,,,4167.0
26,,,,0.0,,,-9843.69
27,,Karnataka,,0.0,,,4167.0
28,Aberlour,"Goa, Daman & Gujarat",,0.0,,,8333.34
29,Aberlour,Punjab Region,,0.0,,,16667.0
30,Aberlour,Telangana Region,,0.0,,,1500.0
31,Aberlour,Telangana Region,,0.0,,,7637.95
32,Aberlour,"Goa, Daman & Gujarat",,1250.0,,,8333.34
33,Aberlour,Karnataka,,26000.0,,,8991.4
34,Aberlour,Punjab Region,,0.0,,,16667.0
35,Aberlour,Punjab Region,,-100000.0,,,16667.0
36,Aberlour,Telangana Region,,0.0,,,160.21
37,Aberlour,Telangana Region,,0.0,,,141.75
38,Aberlour,MP Chattisgarh Region,303156.0,77000.0,146856.266676,8763.9972,63540.44
39,Aberlour,MP Chattisgarh Region,54224.0,2500.0,20895.27,333.42,11825.89
40,Aberlour,MP Chattisgarh Region,50685.0,4500.0,16471.17,1000.26,13884.61
41,Aberlour,MP Chattisgarh Region,176698.0,-31000.0,77457.8,1877.9994,11588.0
42,Aberlour,Punjab Region,25200.0,3750.0,6686.15,1667.1,3333.33
43,Aberlour,Punjab Region,756000.0,262500.0,200584.5,50013.0,16666.66
44,Aberlour,Punjab Region,0.0,1750.0,0.0,,16667.0
45,Aberlour,Punjab Region,0.0,0.0,0.0,,16667.0
46,Aberlour,Punjab Region,0.0,25000.0,0.0,,10000.0
47,Aberlour,ASS ARP MEG TRI MZR,0.0,,0.0,,
48,Aberlour,ASS ARP MEG TRI MZR,0.0,,0.0,,
49,Aberlour,Punjab Region,1260000.0,430750.0,334307.5,83355.0,5000.0
50,Aberlour,Punjab Region,1713600.0,585820.0,738593.33322,106419.966,10000.0
51,Aberlour,Punjab Region,0.0,0.0,0.0,,10000.0
52,Aberlour,Punjab Region,42840.0,8750.0,18296.833335,1564.9995,20000.0
53,Aberlour,Punjab Region,0.0,0.0,0.0,,20000.0
54,Aberlour,Delhi,473760.0,256951.0,125699.62,31341.48,0.0
55,Aberlour,Delhi,60480.0,12600.0,16046.76,4001.04,8774.0
56,Aberlour,Delhi,0.0,,0.0,,
57,Aberlour,Delhi,0.0,,0.0,,
58,Aberlour,Delhi,257040.0,189000.0,68147.4,10002.6,0.0
59,Aberlour,Delhi,0.0,,0.0,,
60,Aberlour,Delhi,0.0,,0.0,,
61,Aberlour,"Goa, Daman & Gujarat",0.0,8000.0,0.0,,0.0
62,Aberlour,"Goa, Daman & Gujarat",3046960.0,111650.0,2097946.6668,125199.96,4166.67
63,Aberlour,"Goa, Daman & Gujarat",0.0,,0.0,,
64,Aberlour,"Goa, Daman & Gujarat",0.0,158.66,0.0,,4166.66
65,Aberlour,"Goa, Daman & Gujarat",0.0,,0.0,,
66,Aberlour,ASS ARP MEG TRI MZR,,0.0,,,50000.0
67,Aberlour,Punjab Region,,0.0,,,15000.0
68,Aberlour,"Goa, Daman & Gujarat",,0.0,,,43333.34
69,Aberlour,Telangana Region,,0.0,,,115.6
70,Aberlour,West Bengal & Sikkim,0.0,,0.0,,
71,Aberlour,West Bengal & Sikkim,915768.0,,414237.366567,9702.9969,
72,Aberlour,Uttar Pradesh Region,0.0,,0.0,,
73,Aberlour,Uttar Pradesh Region,3024000.0,1401948.0,1303399.9998,187799.94,21167.0
74,Aberlour,Uttar Pradesh Region,1260000.0,0.0,543083.33325,78249.975,21167.0
75,Aberlour,Uttar Pradesh Region,0.0,,0.0,,
76,Aberlour,Uttar Pradesh Region,0.0,,0.0,,
77,Aberlour,Uttar Pradesh Region,2540160.0,1008000.0,1149618.39972,26291.9916,0.0
78,Aberlour,Uttar Pradesh Region,0.0,,0.0,,
79,Aberlour,West Bengal & Sikkim,0.0,-19552.0,0.0,,14907.29
80,Aberlour,West Bengal & Sikkim,0.0,0.0,0.0,,14760.92
81,Aberlour,West Bengal & Sikkim,0.0,,0.0,,
82,Aberlour,West Bengal & Sikkim,0.0,,0.0,,
83,Aberlour,Rajasthan,0.0,,0.0,,
84,Aberlour,Rajasthan,0.0,,0.0,,
85,Aberlour,Rajasthan,0.0,-3167.0,0.0,,5833.34
86,Aberlour,Telangana Region,0.0,0.0,0.0,,3250.05
87,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",60480.0,30060.0,16046.76,4001.04,2950.0
88,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,0.0,0.0,,3049.32
89,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,0.0,0.0,,2950.0
90,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",42840.0,12707.0,18296.833335,1564.9995,2916.95
91,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,0.0,0.0,,2929.86
92,Aberlour,HP & Uttarakhand Region,0.0,,0.0,,
93,Aberlour,HP & Uttarakhand Region,25200.0,,6686.15,1667.1,
94,Aberlour,HP & Uttarakhand Region,0.0,,0.0,,
95,Aberlour,Uttar Pradesh Region,831600.0,159457.09,220642.95,55014.3,23181.82
96,Aberlour,Uttar Pradesh Region,25200.0,-1061960.72,10861.666665,1564.9995,21167.0
97,Aberlour,Uttar Pradesh Region,0.0,,0.0,,
98,Aberlour,Uttar Pradesh Region,0.0,,0.0,,
99,Aberlour,Uttar Pradesh Region,0.0,,0.0,,
100,Aberlour,West Bengal & Sikkim,0.0,19552.0,0.0,,14845.85
101,Aberlour,West Bengal & Sikkim,0.0,0.0,0.0,,14689.81
102,Aberlour,West Bengal & Sikkim,1007999.5,17755.0700000001,434466.6666,62599.98,3662.23
103,Aberlour,West Bengal & Sikkim,0.0,,0.0,,
104,Aberlour,West Bengal & Sikkim,257040.0,,109781.00001,9389.997,
105,Aberlour,West Bengal & Sikkim,907200.0,,410577.9999,9389.997,
106,Aberlour,West Bengal & Sikkim,0.0,,0.0,,
107,Aberlour,West Bengal & Sikkim,0.0,,0.0,,
108,Aberlour,West Bengal & Sikkim,0.0,,0.0,,
109,Aberlour,West Bengal & Sikkim,0.0,,0.0,,
110,Aberlour,"Goa, Daman & Gujarat",,2000.0,,,8333.34
111,Aberlour,Punjab Region,,100000.0,,,16667.0
112,Aberlour,Telangana Region,,0.0,,,-1500.0
113,Aberlour,Telangana Region,,0.0,,,490.18
114,Aberlour,West Bengal & Sikkim,,328332.75,,,756.46
115,Aberlour,Karnataka,0.0,,0.0,,
116,Aberlour,Kerala Region,0.0,,0.0,,
117,Aberlour,Kerala Region,0.0,,0.0,,
118,Aberlour,Maharashtra,0.0,6956.5,0.0,,576.0
119,Aberlour,Maharashtra,2137264.85,26686.0,1127646.333405,67294.9785,661.0
120,Aberlour,Maharashtra,988333.43,455389.0,466793.133363,27856.9911,1442.37
121,Aberlour,Maharashtra,0.0,,0.0,,
122,Aberlour,Maharashtra,755922.399999999,5954.0,444784.2,9702.9969,3371.0
123,Aberlour,MP Chattisgarh Region,425712.0,42000.0,135300.48,14003.64,65921.61
124,Aberlour,MP Chattisgarh Region,75789.0,7000.0,22550.08,2333.94,18479.18
125,Aberlour,Telangana Region,,0.0,,,132.51
126,Aberlour,West Bengal & Sikkim,,6261.0,,,5764.04
127,Aberlour,Uttar Pradesh Region,1008000.0,37300.0,267446.0,66684.0,23181.82
128,Aberlour,Uttar Pradesh Region,0.0,0.0,0.0,,21167.0
129,Aberlour,Uttar Pradesh Region,0.0,,0.0,,
130,Aberlour,Uttar Pradesh Region,0.0,,0.0,,
131,Aberlour,Uttar Pradesh Region,302400.0,,136859.3333,3129.999,
132,Aberlour,West Bengal & Sikkim,0.0,0.0,0.0,,2352.7
133,Aberlour,West Bengal & Sikkim,504000.0,-410971.84,217233.3333,31299.99,176.0
134,Aberlour,West Bengal & Sikkim,0.0,,0.0,,
135,Aberlour,West Bengal & Sikkim,0.0,,0.0,,
136,Aberlour,West Bengal & Sikkim,0.0,,0.0,,
137,Aberlour,Uttar Pradesh Region,0.0,,0.0,,
138,Aberlour,Uttar Pradesh Region,359856.0,,95406.36,14003.64,
139,Aberlour,Uttar Pradesh Region,0.0,,0.0,,
140,Aberlour,West Bengal & Sikkim,0.0,-11566.8,0.0,,14845.38
141,Aberlour,West Bengal & Sikkim,2016000.0,-288608.04,868933.3332,125199.96,3749.06
142,Aberlour,West Bengal & Sikkim,0.0,399778.0,0.0,,3282.86
143,Aberlour,West Bengal & Sikkim,0.0,,0.0,,
144,Aberlour,West Bengal & Sikkim,0.0,,0.0,,
145,Aberlour,West Bengal & Sikkim,171360.0,,73187.33334,6259.998,
146,Aberlour,Uttar Pradesh Region,0.0,42600.21,0.0,,23181.82
147,Aberlour,Uttar Pradesh Region,5418000.0,2311250.0,2335258.332975,336474.8925,21167.0
148,Aberlour,Uttar Pradesh Region,0.0,,0.0,,
149,Aberlour,Uttar Pradesh Region,0.0,,0.0,,
150,Aberlour,Uttar Pradesh Region,462672.0,270600.0,197605.800018,16901.9946,0.0
151,Aberlour,Uttar Pradesh Region,856800.0,600.0,365936.6667,31299.99,0.0
152,Aberlour,West Bengal & Sikkim,0.0,0.0,0.0,,14803.66
153,Aberlour,West Bengal & Sikkim,0.0,,0.0,,
154,Aberlour,West Bengal & Sikkim,0.0,,0.0,,
155,Aberlour,West Bengal & Sikkim,302400.0,,136859.3333,3129.999,
156,Aberlour,Telangana Region,,0.0,,,272.86
157,Aberlour,West Bengal & Sikkim,,-36369.75,,,3255.69
158,Aberlour,Telangana Region,0.0,,0.0,,
159,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",73920.17,52404.0,19617.1641,4891.2714,2997.0
160,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",252000.0,93618.0,108616.66665,15649.995,3195.0
161,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,-11379.0,0.0,,2823.0
162,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",34272.0,17672.0,9086.32,1333.68,2963.0
163,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,-3001.0,0.0,,2927.0
164,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,,0.0,,
165,Aberlour,HP & Uttarakhand Region,0.0,,0.0,,
166,Aberlour,HP & Uttarakhand Region,0.0,,0.0,,
167,Aberlour,HP & Uttarakhand Region,0.0,5500.0,0.0,,0.0
168,Aberlour,HP & Uttarakhand Region,579600.0,89550.0,249818.333295,35994.9885,0.0
169,Aberlour,Uttar Pradesh Region,1008000.0,266399.37,267446.0,66684.0,23181.82
170,Aberlour,Uttar Pradesh Region,0.0,,0.0,,
171,Aberlour,Uttar Pradesh Region,756000.0,436969.0,325849.99995,46949.985,21167.0
172,Aberlour,Uttar Pradesh Region,0.0,,0.0,,
173,Aberlour,Uttar Pradesh Region,0.0,,0.0,,
174,Aberlour,Uttar Pradesh Region,0.0,,0.0,,
175,Aberlour,West Bengal & Sikkim,0.0,0.0,0.0,,14880.57
176,Aberlour,West Bengal & Sikkim,0.0,,0.0,,
177,Aberlour,West Bengal & Sikkim,0.0,,0.0,,
178,Aberlour,West Bengal & Sikkim,0.0,,0.0,,
179,Aberlour,Punjab Region,0.0,0.0,0.0,,10000.0
180,Aberlour,Punjab Region,856800.0,175000.0,365936.6667,31299.99,16667.0
181,Aberlour,Rajasthan,0.0,-333.0,0.0,,0.0
182,Aberlour,Rajasthan,0.0,,0.0,,
183,Aberlour,Rajasthan,0.0,5000.0,0.0,,12969.71
184,Aberlour,Rajasthan,0.0,3750.0,0.0,,5833.34
185,Aberlour,Telangana Region,0.0,895.0,0.0,,-163.78
186,Aberlour,Telangana Region,0.0,224400.0,0.0,,2383.35
187,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,0.0,0.0,,2950.0
188,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,0.0,0.0,,2972.53
189,Aberlour,West Bengal & Sikkim,0.0,-217294.0,0.0,,23987.62
190,Aberlour,West Bengal & Sikkim,0.0,,0.0,,
191,Aberlour,West Bengal & Sikkim,0.0,,0.0,,
192,Aberlour,West Bengal & Sikkim,0.0,,0.0,,
193,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,27805.0,0.0,,2950.0
194,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,25680.0,0.0,,2815.23
195,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,0.0,0.0,,2950.0
196,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,0.0,0.0,,2953.0
197,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,0.0,0.0,,2950.0
198,Aberlour,HP & Uttarakhand Region,0.0,,0.0,,
199,Aberlour,HP & Uttarakhand Region,0.0,,0.0,,
200,Aberlour,HP & Uttarakhand Region,504000.0,83700.0,217233.3333,31299.99,0.0
201,Aberlour,HP & Uttarakhand Region,1008000.0,180000.0,434466.6666,62599.98,0.0
202,Aberlour,Uttar Pradesh Region,0.0,222247.38,0.0,,23181.82
203,Aberlour,Haryana Region,10609200.0,3627020.25,4572761.665965,658864.7895,0.0
204,Aberlour,Haryana Region,0.0,,0.0,,
205,Aberlour,Haryana Region,0.0,,0.0,,
206,Aberlour,Haryana Region,1884960.0,740899.0,805060.66674,68859.978,0.0
207,Aberlour,Karnataka,0.0,-68933.0,0.0,,4420.3
208,Aberlour,Karnataka,0.0,0.0,0.0,,4343.68
209,Aberlour,Karnataka,739668.66,-153900.0,334771.266687,20344.9935,13260.19
210,Aberlour,Karnataka,0.0,,0.0,,
211,Aberlour,Karnataka,0.0,7584.0,0.0,,9420.02
212,Aberlour,Karnataka,995589.0,12833.0,497637.0,4694.9985,10559.34
213,Aberlour,Rajasthan,0.0,,0.0,,
214,Aberlour,Rajasthan,0.0,0.0,0.0,,23333.34
215,Aberlour,Rajasthan,0.0,,0.0,,
216,Aberlour,Telangana Region,0.0,,0.0,,
217,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,0.0,0.0,,2943.97
218,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",23520.1700000001,11200.0,6244.8641,1557.0714,2971.12
219,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,0.0,0.0,,2950.0
220,Aberlour,"Goa, Daman & Gujarat",0.0,6142.0,0.0,,13333.34
221,Aberlour,Haryana Region,6048000.0,2067660.0,1604676.0,400104.0,0.0
222,Aberlour,Haryana Region,3528000.0,1206135.0,1520633.3331,219099.93,0.0
223,Aberlour,Haryana Region,1058400.0,387827.99,479007.66655,10954.9965,0.0
224,Aberlour,Karnataka,0.0,-103827.0,0.0,,4371.42
225,Aberlour,Karnataka,402438.399999999,175263.0,112750.4,11669.7,50754.64
226,Aberlour,Karnataka,0.0,169133.0,0.0,,2089.55
227,Aberlour,Karnataka,0.0,5799.0,0.0,,9897.61
228,Aberlour,Karnataka,0.0,4583.0,0.0,,8539.96
229,Aberlour,Maharashtra,0.0,120.0,0.0,,0.0
230,Aberlour,Maharashtra,1404888.5,0.0,829395.0,7824.9975,11841.0
231,Aberlour,Maharashtra,0.0,,0.0,,
232,Aberlour,MP Chattisgarh Region,628432.0,62000.0,199729.28,20672.04,96032.12
233,Aberlour,MP Chattisgarh Region,227367.0,21000.0,67650.24,7001.82,36759.9400000001
234,Aberlour,MP Chattisgarh Region,519696.0,48000.0,251753.600016,15023.9952,108910.98
235,Aberlour,MP Chattisgarh Region,162040.0,16980.0,54903.9,3334.2,23564.24
236,Aberlour,MP Chattisgarh Region,0.0,-990.0,0.0,,8709.16
237,Aberlour,MP Chattisgarh Region,379356.0,14010.0,199054.8,1877.9994,33385.61
238,Aberlour,MP Chattisgarh Region,0.0,0.0,0.0,,3624.0
239,Aberlour,Punjab Region,604800.0,210000.0,160467.6,40010.4,3333.33
240,Aberlour,Punjab Region,0.0,0.0,0.0,,5000.0
241,Aberlour,Punjab Region,0.0,0.0,0.0,,16667.0
242,Aberlour,Punjab Region,0.0,25000.0,0.0,,6666.66
243,Aberlour,Punjab Region,342720.0,70000.0,90863.2,13336.8,10000.0
244,Aberlour,Punjab Region,0.0,0.0,0.0,,16667.0
245,Aberlour,Rajasthan,0.0,1000.0,0.0,,0.0
246,Aberlour,Rajasthan,0.0,,0.0,,
247,Aberlour,Rajasthan,0.0,0.0,0.0,,5833.34
248,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",68544.0,22201.0,29274.933336,2503.9992,2989.0
249,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,0.0,0.0,,2950.0
250,Aberlour,HP & Uttarakhand Region,0.0,,0.0,,
251,Aberlour,Uttar Pradesh Region,0.0,189115.09,0.0,,23181.82
252,Aberlour,Uttar Pradesh Region,0.0,0.0,0.0,,23181.82
253,Aberlour,Uttar Pradesh Region,0.0,,0.0,,
254,Aberlour,Uttar Pradesh Region,302400.0,,136859.3333,3129.999,
255,Aberlour,West Bengal & Sikkim,0.0,11566.8,0.0,,14742.95
256,Aberlour,West Bengal & Sikkim,0.0,0.0,0.0,,3284.43
257,Aberlour,West Bengal & Sikkim,0.0,595094.69,0.0,,2992.16
258,Aberlour,MP Chattisgarh Region,168950.0,15000.0,88564.0,3129.999,29078.38
259,Aberlour,MP Chattisgarh Region,0.0,,0.0,,
260,Aberlour,Punjab Region,0.0,0.0,0.0,,3333.33
261,Aberlour,Punjab Region,756000.0,262500.0,200584.5,50013.0,3333.33
262,Aberlour,Punjab Region,0.0,0.0,0.0,,6666.66
263,Aberlour,Punjab Region,0.0,25000.0,0.0,,33333.32
264,Aberlour,Rajasthan,0.0,,0.0,,
265,Aberlour,Rajasthan,0.0,0.0,0.0,,5833.34
266,Aberlour,Rajasthan,0.0,,0.0,,
267,Aberlour,Rajasthan,0.0,,0.0,,
268,Aberlour,Telangana Region,712266.0,131215.0,322144.0,33342.0,5461.87
269,Aberlour,MP Chattisgarh Region,521800.0,-109851.0,209794.66668,12519.996,101248.0
270,Aberlour,MP Chattisgarh Region,325344.0,15000.0,125371.62,2000.52,26324.97
271,Aberlour,MP Chattisgarh Region,0.0,0.0,0.0,,7456.03
272,Aberlour,MP Chattisgarh Region,126452.0,5000.0,66351.6,625.9998,16262.14
273,Aberlour,Punjab Region,1008000.0,350000.0,267446.0,66684.0,5000.0
274,Aberlour,Punjab Region,0.0,200750.0,0.0,,16667.0
275,Aberlour,Punjab Region,0.0,0.0,0.0,,16667.0
276,Aberlour,Punjab Region,222768.0,95500.0,59061.08,8668.92,10000.0
277,Aberlour,Punjab Region,428400.0,58000.0,182968.33335,15649.995,16667.0
278,Aberlour,Punjab Region,1209600.0,190000.0,547437.3332,12519.996,16667.0
279,Aberlour,Rajasthan,0.0,,0.0,,
280,Aberlour,Rajasthan,0.0,,0.0,,
281,Aberlour,Rajasthan,0.0,-1833.0,0.0,,-1275.03
282,Aberlour,Rajasthan,0.0,0.0,0.0,,5833.34
283,Aberlour,Telangana Region,0.0,28886.0,0.0,,2727.93
284,Aberlour,Telangana Region,890332.5,35209.0,402680.0,41677.5,9559.13
285,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",151200.0,77400.0,40116.9,10002.6,3133.0
286,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,0.0,0.0,,2820.55
287,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,0.0,0.0,,2950.0
288,Aberlour,MP Chattisgarh Region,0.0,0.0,0.0,,8642.6
289,Aberlour,MP Chattisgarh Region,189678.0,15500.0,99527.4,938.9997,20275.24
290,Aberlour,Punjab Region,1621200.17,563368.0,430146.7741,107251.2114,3333.33
291,Aberlour,Punjab Region,0.0,0.0,0.0,,5000.0
292,Aberlour,Punjab Region,0.0,,0.0,,
293,Aberlour,Punjab Region,0.0,90000.0,0.0,,6666.66
294,Aberlour,Punjab Region,0.0,,0.0,,
295,Aberlour,Rajasthan,0.0,,0.0,,
296,Aberlour,Rajasthan,0.0,,0.0,,
297,Aberlour,Rajasthan,0.0,,0.0,,
298,Aberlour,Telangana Region,0.0,113487.0,0.0,,214.59
299,Aberlour,Karnataka,39262.52,12000.0,27457.733335,625.9998,9554.26
300,Aberlour,Kerala Region,0.0,,0.0,,
301,Aberlour,Kerala Region,0.0,,0.0,,
302,Aberlour,Maharashtra,0.0,25126.0,0.0,,0.0
303,Aberlour,Maharashtra,0.0,17211.0,0.0,,0.0
304,Aberlour,Maharashtra,43606.15,34612.0,26224.333335,1564.9995,3.0
305,Aberlour,Maharashtra,0.0,301.0,0.0,,0.0
306,Aberlour,Maharashtra,0.0,,0.0,,
307,Aberlour,MP Chattisgarh Region,486528.0,48000.0,154629.12,16004.16,75391.38
308,Aberlour,MP Chattisgarh Region,400599.0,37000.0,119193.28,12336.54,58755.2899999999
309,Aberlour,Telangana Region,0.0,14431.0,0.0,,667.89
310,Aberlour,Telangana Region,0.0,-224400.0,0.0,,8367.28
311,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,0.0,0.0,,2950.0
312,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,-13982.0,0.0,,2950.7
313,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",504000.0,240000.0,217233.3333,31299.99,3448.0
314,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,0.0,0.0,,2950.0
315,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,-9745.0,0.0,,2947.0
316,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",111888.0,19200.0,49328.066662,2503.9992,2990.0
317,Aberlour,HP & Uttarakhand Region,0.0,,0.0,,
318,Aberlour,HP & Uttarakhand Region,277200.0,56875.0,73547.65,18338.1,0.0
319,Aberlour,MP Chattisgarh Region,931122.0,73310.0,451058.533362,26917.9914,193623.75
320,Aberlour,MP Chattisgarh Region,0.0,0.0,0.0,,8660.8
321,Aberlour,MP Chattisgarh Region,16895.0,1500.0,5490.39,333.42,8981.94
322,Aberlour,MP Chattisgarh Region,0.0,-8000.0,0.0,,7162.86
323,Aberlour,MP Chattisgarh Region,126452.0,5000.0,66351.6,625.9998,16426.35
324,Aberlour,Punjab Region,0.0,0.0,0.0,,5000.0
325,Aberlour,Punjab Region,18648000.0,6475000.0,8037633.3321,1158099.63,16667.0
326,Aberlour,Punjab Region,1008000.0,350000.0,434466.6666,62599.98,16667.0
327,Aberlour,Punjab Region,0.0,0.0,0.0,,6666.66
328,Aberlour,Telangana Region,0.0,0.0,0.0,,156.99
329,Aberlour,Telangana Region,0.0,,0.0,,
330,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,0.0,0.0,,2950.0
331,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",171360.0,87000.0,45465.82,11336.28,2950.48
332,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,,0.0,,
333,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",5712.29,2945.33,1521.9586,223.3914,2949.0
334,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,0.0,0.0,,2950.0
335,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,-0.6,0.0,,2950.0
336,Aberlour,HP & Uttarakhand Region,100800.0,18900.0,43446.66666,6259.998,0.0
337,Aberlour,Uttar Pradesh Region,1008000.0,254240.0,267446.0,66684.0,23181.82
338,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,0.0,0.0,,2950.0
339,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,0.0,0.0,,2950.0
340,Aberlour,"Tamil Nadu, Andaman, Pondy, Mahe & Yanam Region",0.0,5382.0,0.0,,2927.75
341,Aberlour,HP & Uttarakhand Region,0.0,,0.0,,
342,Aberlour,HP & Uttarakhand Region,0.0,,0.0,,
343,Aberlour,HP & Uttarakhand Region,40320.0,6600.0,17378.666664,2503.9992,0.0
344,Aberlour,HP & Uttarakhand Region,0.0,,0.0,,
345,Aberlour,Uttar Pradesh Region,498960.0,147216.27,132385.77,33008.58,23181.82
346,Aberlour,Uttar Pradesh Region,2520000.0,2400000.0,1086166.6665,156499.95,42333.9
347,Aberlour,Uttar Pradesh Region,0.0,,0.0,,
348,Aberlour,"Goa, Daman & Gujarat",,0.0,,,8333.34
349,Aberlour,Telangana Region,,0.0,,,302.08
350,Aberlour,Punjab Region,,0.0,,,16667.0
351,Aberlour,Punjab Region,,0.0,,,16667.0
352,Aberlour,Karnataka,0.0,0.0,0.0,,8360.21
353,Aberlour,Karnataka,99489.4,-6001.0,42268.566665,1408.49955,8421.9
354,Aberlour,Karnataka,0.0,38667.0,0.0,,10178.56
355,Aberlour,Kerala Region,0.0,,0.0,,
356,Aberlour,Kerala Region,0.0,,0.0,,
357,Aberlour,Maharashtra,145680.78,-7550.0,45100.16,4667.88,0.0
358,Aberlour,Maharashtra,0.0,6059.0,0.0,,0.0
359,Aberlour,Maharashtra,0.0,49948.0,0.0,,0.0
360,Aberlour,Maharashtra,0.0,,0.0,,
361,Aberlour,Maharashtra,0.0,4975.0,0.0,,0.0
362,Aberlour,Maharashtra,0.0,28628.0,0.0,,26.89
363,Aberlour,Maharashtra,0.0,38171.22,0.0,,0.0
364,Aberlour,Maharashtra,832865.249999999,111355.0,393365.000025,23474.9925,906.0
365,Aberlour,Maharashtra,0.0,-384.0,0.0,,0.0
366,Aberlour,Maharashtra,0.0,,0.0,,
367,Aberlour,Maharashtra,104958.21,23558.0,61994.8,2190.9993,52.0
368,Aberlour,Maharashtra,29988.0600000001,-447.0,17712.8,625.9998,12.0
369,Aberlour,MP Chattisgarh Region,476388.0,44000.0,230774.133348,13771.9956,99303.22
370,Aberlour,MP Chattisgarh Region,0.0,,0.0,,
371,Aberlour,MP Chattisgarh Region,102836.0,7000.0,37366.44,1333.68,16175.31
372,Aberlour,Karnataka,344947.2,43000.0,96643.2,10002.6,12121.88
373,Aberlour,Karnataka,30559.08,64773.0,5348.92,1333.68,9091.88
374,Aberlour,Karnataka,15279.54,235667.0,4344.666666,625.9998,25532.82
375,Aberlour,Karnataka,294468.9,15334.0,82355.85,5001.3,9525.9
